Chr	Tajima
Transcript_74261	-0.468573
Transcript_74263	-0.439472
Transcript_74264	-0.851772
Transcript_74265	-2.386727
Transcript_74266	-1.780233
Transcript_74267	-0.894948
Transcript_74268	-0.957284
Transcript_74269	-1.434648
Transcript_74270	-0.559952
Transcript_74271	-0.765745
Transcript_74272	-0.980518
Transcript_74273	-0.526539
Transcript_74274	-0.688478
Transcript_74275	-0.634816
Transcript_74276	-0.433278
Transcript_74277	-1.734703
Transcript_74278	-0.984927
Transcript_74279	0.199759
Transcript_74280	-0.306905
Transcript_74281	0.015688
Transcript_74282	-0.411186
Transcript_74283	-1.769464
Transcript_74284	-0.393994
Transcript_74285	-0.027399
Transcript_74286	-0.166056
Transcript_74287	-1.202030
Transcript_74288	-1.861653
Transcript_74289	-1.819756
Transcript_74291	-1.655747
Transcript_74292	-0.594895
Transcript_74293	-1.496098
Transcript_74294	-1.432902
Transcript_74295	-1.105529
Transcript_74296	-1.246393
Transcript_74298	-1.135150
Transcript_74299	-0.205313
Transcript_74300	-0.456408
Transcript_74301	-1.321147
Transcript_74302	0.711634
Transcript_74303	-0.342541
Transcript_74304	-0.229235
Transcript_74305	-0.982317
Transcript_74306	-0.786389
Transcript_74307	-0.073070
Transcript_74308	-0.396696
Transcript_74309	-0.836062
Transcript_74310	-0.229117
Transcript_74311	-0.879933
Transcript_74312	-0.435414
Transcript_74313	-0.748123
Transcript_74314	-0.595261
Transcript_74315	-1.507507
Transcript_74316	0.096594
Transcript_74317	-0.435217
Transcript_74318	-0.877069
Transcript_74319	-1.222384
Transcript_74320	-1.025224
Transcript_74321	-1.342770
Transcript_74322	-1.195155
Transcript_74323	-0.720315
Transcript_74324	-0.848404
Transcript_74325	-0.509146
Transcript_74326	0.125763
Transcript_74327	-1.280989
Transcript_74328	0.026174
Transcript_74330	-0.608571
Transcript_74331	-1.050769
Transcript_74332	-1.848975
Transcript_74333	0.232942
Transcript_74334	-0.954553
Transcript_74335	-0.524927
Transcript_74336	-0.391357
Transcript_74337	-0.727695
Transcript_74338	-0.620905
Transcript_74339	-0.859681
Transcript_74340	-0.103435
Transcript_74341	-1.338025
Transcript_74342	-0.085301
Transcript_74343	-0.229237
Transcript_74344	-0.537464
Transcript_74345	-1.154782
Transcript_74346	-0.754283
Transcript_74347	-0.837724
Transcript_74348	-0.543956
Transcript_74349	0.129925
Transcript_74350	0.508811
Transcript_74351	-0.624631
Transcript_74352	-0.410101
Transcript_74353	-1.301025
Transcript_74354	-2.175809
Transcript_74355	-0.466796
Transcript_74356	-0.965499
Transcript_74357	-0.459763
Transcript_74358	-0.690674
Transcript_74359	-0.229233
Transcript_74360	0.089900
Transcript_74361	0.198253
Transcript_74362	-1.206445
Transcript_74363	-0.956601
Transcript_74364	-1.014709
Transcript_74365	-0.441198
Transcript_74366	-1.934149
Transcript_74367	-0.536735
Transcript_74369	-0.406170
Transcript_74370	0.895184
Transcript_74371	-0.730119
Transcript_74372	-1.997877
Transcript_74373	-0.485244
Transcript_74375	-0.905446
Transcript_74376	-1.059732
Transcript_74377	-0.229237
Transcript_74378	-0.363938
Transcript_74379	-0.502899
Transcript_74380	-0.379538
Transcript_74381	-1.461813
Transcript_74382	-0.606833
Transcript_74383	-0.618098
Transcript_74384	-1.253012
Transcript_74385	-0.540136
Transcript_74386	-1.726880
Transcript_74387	-0.222341
Transcript_74388	0.676056
Transcript_74389	-0.204121
Transcript_74390	-0.687740
Transcript_74391	-1.248149
Transcript_74392	0.055749
Transcript_74393	-1.016194
Transcript_74394	-0.389069
Transcript_74395	-0.098146
Transcript_74396	-0.229238
Transcript_74398	-1.231297
Transcript_74399	-0.680023
Transcript_74400	-1.785588
Transcript_74401	-0.857117
Transcript_74402	-0.411186
Transcript_74403	-0.543176
Transcript_74404	-0.263772
Transcript_74406	-1.449558
Transcript_74407	-0.101000
Transcript_74408	-1.665509
Transcript_74409	-0.449500
Transcript_74410	-1.350229
Transcript_74411	-0.447771
Transcript_74412	-1.153083
Transcript_74413	-0.937337
Transcript_74414	-0.232446
Transcript_74415	-0.519503
Transcript_74416	-1.327600
Transcript_74417	-0.837896
Transcript_74418	-0.656082
Transcript_74419	-0.470469
Transcript_74420	-1.448931
Transcript_74421	-1.144354
Transcript_74422	-0.147638
Transcript_74423	-0.709498
Transcript_74424	0.304392
Transcript_74425	-0.549576
Transcript_74427	-0.653789
Transcript_74428	-0.292686
Transcript_74429	-0.422188
Transcript_74430	-0.448745
Transcript_74431	-1.471841
Transcript_74432	-0.576417
Transcript_74433	-0.687318
Transcript_74434	-0.853143
Transcript_74435	-0.229236
Transcript_74436	-0.400727
Transcript_74437	0.860711
Transcript_74438	-1.193822
Transcript_74439	0.005270
Transcript_74440	-0.978836
Transcript_74441	-0.380896
Transcript_74442	-0.224467
Transcript_74443	0.532951
Transcript_74444	-0.518057
Transcript_74445	-0.029821
Transcript_74446	-0.585421
Transcript_74447	-0.247284
Transcript_74448	-0.447086
Transcript_74449	-1.093790
Transcript_74450	-0.866375
Transcript_74451	-0.000883
Transcript_74452	-0.483274
Transcript_74453	-0.878291
Transcript_74454	-0.731032
Transcript_74455	-0.917353
Transcript_74456	-0.988336
Transcript_74457	-0.484909
Transcript_74458	-1.405907
Transcript_74459	-0.736711
Transcript_74460	0.543056
Transcript_74461	-0.306547
Transcript_74462	-0.519158
Transcript_74463	-0.728910
Transcript_74464	-1.583718
Transcript_74465	-0.937749
Transcript_74466	-1.469151
Transcript_74467	-0.443216
Transcript_74468	0.181591
Transcript_74469	-0.384937
Transcript_74470	0.233282
Transcript_74471	-0.102657
Transcript_74472	-0.513902
Transcript_74473	-1.438944
Transcript_74474	0.244871
Transcript_74475	-1.767883
Transcript_74476	-0.610726
Transcript_74477	-1.047294
Transcript_74478	-0.646602
Transcript_74479	-0.051529
Transcript_74480	-0.908312
Transcript_74481	-0.226774
Transcript_74482	-0.062418
Transcript_74483	-0.722594
Transcript_74484	-0.671429
Transcript_74485	-0.791054
Transcript_74486	-0.533957
Transcript_74487	-0.458096
Transcript_74488	-0.891512
Transcript_74489	-0.156546
Transcript_74490	0.230995
Transcript_74492	-1.136383
Transcript_74493	-1.057516
Transcript_74494	-0.963600
Transcript_74495	-0.753470
Transcript_74496	-0.285078
Transcript_74497	-0.217152
Transcript_74498	-0.418407
Transcript_74499	-0.470420
Transcript_74500	-0.314501
Transcript_74501	-1.223346
Transcript_74502	-0.564723
Transcript_74503	-0.662180
Transcript_74504	-0.869738
Transcript_74505	-0.531604
Transcript_74506	-0.350579
Transcript_74507	-0.576953
Transcript_74508	-0.679868
Transcript_74509	-0.491908
Transcript_74510	-0.629792
Transcript_74511	-0.477412
Transcript_74512	-0.732666
Transcript_74513	-2.083036
Transcript_74514	-0.479079
Transcript_74517	-0.165135
Transcript_74518	-0.739619
Transcript_74519	-0.876756
Transcript_74520	-0.629788
Transcript_74522	-1.395124
Transcript_74524	-0.391607
Transcript_74525	-0.380244
Transcript_74526	-0.224619
Transcript_74528	-0.413721
Transcript_74529	-0.401934
Transcript_74531	0.441940
Transcript_74532	-0.584155
Transcript_74533	-1.041625
Transcript_74534	-0.628599
Transcript_74535	-1.068032
Transcript_74536	-0.714037
Transcript_74537	-0.229237
Transcript_74538	-0.830814
Transcript_74539	-1.013531
Transcript_74540	0.940276
Transcript_74541	-0.801545
Transcript_74542	-1.170983
Transcript_74543	-1.109675
Transcript_74544	0.093393
Transcript_74545	-0.632493
Transcript_74546	-0.229241
Transcript_74547	-1.055780
Transcript_74549	-1.324503
Transcript_74550	-0.242160
Transcript_74551	-0.871374
Transcript_74552	-0.595849
Transcript_74553	-1.114302
Transcript_74554	0.360978
Transcript_74555	-1.432459
Transcript_74556	-0.690342
Transcript_74557	0.198974
Transcript_74558	-1.173346
Transcript_74560	-0.014287
Transcript_74561	-0.731223
Transcript_74562	-1.067526
Transcript_74563	-1.976061
Transcript_74564	-1.605556
Transcript_74565	-0.882346
Transcript_74566	-0.241093
Transcript_74567	1.305155
Transcript_74568	-0.335622
Transcript_74569	-0.553067
Transcript_74570	1.491301
Transcript_74571	-0.344588
Transcript_74572	-0.312865
Transcript_74573	-0.876621
Transcript_74574	-0.629103
Transcript_74575	-0.639359
Transcript_74576	-0.749766
Transcript_74577	-0.949269
Transcript_74578	-0.508948
Transcript_74579	-1.326783
Transcript_74580	-1.481619
Transcript_74581	-1.053285
Transcript_74582	-1.105136
Transcript_74583	-0.505277
Transcript_74584	-0.535336
Transcript_74585	-0.710135
Transcript_74586	-1.722377
Transcript_74587	-0.098596
Transcript_74588	-1.062443
Transcript_74589	-0.601238
Transcript_74590	-0.489190
Transcript_74591	-1.277421
Transcript_74592	-1.332845
Transcript_74593	-0.727617
Transcript_74594	-1.067015
Transcript_74595	-1.026028
Transcript_74596	-0.862677
Transcript_74598	0.066476
Transcript_74599	-0.765033
Transcript_74600	0.240919
Transcript_74601	-0.479897
Transcript_74602	-1.527355
Transcript_74603	-1.492132
Transcript_74604	-0.482626
Transcript_74605	-0.661056
Transcript_74606	-0.422756
Transcript_74607	-0.232507
Transcript_74608	-0.350434
Transcript_74609	-0.386812
Transcript_74610	-0.905901
Transcript_74611	-0.594168
Transcript_74612	-1.014025
Transcript_74613	-0.637776
Transcript_74616	-0.693104
Transcript_74617	-0.723664
Transcript_74618	0.053472
Transcript_74619	-0.230412
Transcript_74620	-1.252317
Transcript_74621	-0.933578
Transcript_74623	-0.895834
Transcript_74624	-0.643506
Transcript_74625	-0.441820
Transcript_74626	-0.342541
Transcript_74628	-1.104131
Transcript_74630	-0.398503
Transcript_74631	-0.930062
Transcript_74632	-0.584297
Transcript_74633	-0.997365
Transcript_74634	-0.972413
Transcript_74635	-0.997316
Transcript_74638	-0.468155
Transcript_74639	-0.311656
Transcript_74640	-0.394771
Transcript_74641	-0.962504
Transcript_74642	-0.882072
Transcript_74643	-1.025593
Transcript_74645	-1.351718
Transcript_74646	-0.565050
Transcript_74647	-0.670875
Transcript_74648	-0.684237
Transcript_74649	-1.767952
Transcript_74650	-0.530637
Transcript_74651	-1.509996
Transcript_74652	-0.821460
Transcript_74653	-0.434212
Transcript_74654	-0.235123
Transcript_74655	-0.702560
Transcript_74656	-0.111901
Transcript_74657	-0.481992
Transcript_74658	-0.477262
Transcript_74659	-0.351130
Transcript_74660	-0.327151
Transcript_74661	-0.788201
Transcript_74662	-1.741452
Transcript_74663	-0.678249
Transcript_74664	-0.834091
Transcript_74665	0.271233
Transcript_74666	-0.445051
Transcript_74667	0.359051
Transcript_74668	-0.926004
Transcript_74669	-1.601362
Transcript_74670	-1.184503
Transcript_74671	-1.062504
Transcript_74672	-0.271038
Transcript_74673	0.394328
Transcript_74674	-0.678386
Transcript_74675	-0.955822
Transcript_74676	-1.011558
Transcript_74678	0.034478
Transcript_74680	-0.815289
Transcript_74681	1.236935
Transcript_74682	-0.453873
Transcript_74683	-0.274298
Transcript_74684	-1.409628
Transcript_74685	-1.176958
Transcript_74686	-0.712402
Transcript_74687	0.363718
Transcript_74688	-0.369639
Transcript_74689	-0.503595
Transcript_74690	-0.839816
Transcript_74691	-0.490940
Transcript_74692	-0.592222
Transcript_74693	-0.490149
Transcript_74694	-1.835540
Transcript_74695	-0.340040
Transcript_74696	-0.504995
Transcript_74697	-0.054025
Transcript_74699	0.404981
Transcript_74700	-1.216949
Transcript_74701	0.215043
Transcript_74702	-1.114596
Transcript_74703	-0.758953
Transcript_74704	-0.765428
Transcript_74705	-1.029730
Transcript_74706	-0.549214
Transcript_74707	-0.526748
Transcript_74708	-0.852077
Transcript_74709	-0.721049
Transcript_74710	-0.495038
Transcript_74711	-0.698153
Transcript_74712	-0.477548
Transcript_74713	-0.831732
Transcript_74714	0.177194
Transcript_74715	-0.508939
Transcript_74716	-0.526246
Transcript_74717	-0.219230
Transcript_74718	-0.813527
Transcript_74719	-0.229241
Transcript_74720	-0.534044
Transcript_74721	-1.271306
Transcript_74722	-0.884972
Transcript_74723	-0.129611
Transcript_74725	-0.981621
Transcript_74726	-1.639805
Transcript_74727	-1.047910
Transcript_74728	-0.786477
Transcript_74729	-0.673374
Transcript_74730	-0.235158
Transcript_74731	-0.468490
Transcript_74732	-1.517955
Transcript_74733	-0.972949
Transcript_74735	-1.155084
Transcript_74736	-1.618581
Transcript_74737	-0.490115
Transcript_74738	-1.640359
Transcript_74739	0.606038
Transcript_74740	-0.555400
Transcript_74741	-0.472389
Transcript_74742	-0.161539
Transcript_74743	-0.545214
Transcript_74744	-0.886304
Transcript_74746	0.117390
Transcript_74747	-0.229237
Transcript_74748	-1.349410
Transcript_74749	-0.914266
Transcript_74750	-1.742528
Transcript_74751	-0.304308
Transcript_74752	-0.473885
Transcript_74753	-0.859124
Transcript_74754	-1.547588
Transcript_74755	-0.569845
Transcript_74756	-1.106359
Transcript_74757	-0.415203
Transcript_74758	0.016559
Transcript_74759	-0.900808
Transcript_74760	-0.721456
Transcript_74761	1.565934
Transcript_74762	-0.842066
Transcript_74763	-0.524960
Transcript_74764	-0.474101
Transcript_74765	-0.251515
Transcript_74766	-0.716715
Transcript_74767	-0.724677
Transcript_74768	-0.900523
Transcript_74769	-1.059418
Transcript_74772	0.002625
Transcript_74773	-1.008915
Transcript_74774	-0.249754
Transcript_74776	-0.456221
Transcript_74777	-0.743136
Transcript_74778	0.806752
Transcript_74780	0.691647
Transcript_74782	-1.374168
Transcript_74783	-1.300490
Transcript_74784	-0.414139
Transcript_74785	-0.917751
Transcript_74786	0.000808
Transcript_74787	-1.452821
Transcript_74788	-0.772382
Transcript_74789	-0.660293
Transcript_74791	-0.536991
Transcript_74792	-0.477548
Transcript_74793	-0.491141
Transcript_74794	0.352203
Transcript_74795	-1.752160
Transcript_74796	-0.441150
Transcript_74797	-0.471529
Transcript_74798	-0.460550
Transcript_74800	-0.761188
Transcript_74801	-0.618318
Transcript_74802	-0.490764
Transcript_74803	-0.616948
Transcript_74804	-0.858487
Transcript_74805	-0.028230
Transcript_74806	-0.704612
Transcript_74807	-0.906875
Transcript_74808	-1.051183
Transcript_74810	-0.823267
Transcript_74812	-1.309081
Transcript_74813	-1.946477
Transcript_74814	-0.782061
Transcript_74815	-0.935840
Transcript_74816	-0.238164
Transcript_74817	-0.566906
Transcript_74818	-0.585187
Transcript_74819	0.825510
Transcript_74820	-0.951912
Transcript_74821	-0.961249
Transcript_74822	-0.059002
Transcript_74824	-0.310700
Transcript_74825	0.908279
Transcript_74826	-0.455946
Transcript_74827	-0.371722
Transcript_74828	-0.563938
Transcript_74829	-0.356539
Transcript_74830	-0.114861
Transcript_74832	-0.500598
Transcript_74833	-0.096652
Transcript_74834	-0.550607
Transcript_74835	-0.299806
Transcript_74836	-1.690219
Transcript_74837	-0.498399
Transcript_74838	-0.650125
Transcript_74839	-0.908908
Transcript_74840	-0.278177
Transcript_74841	-1.069746
Transcript_74842	-0.641135
Transcript_74843	-0.422764
Transcript_74844	-0.911872
Transcript_74845	0.146595
Transcript_74846	0.403476
Transcript_74847	-0.578172
Transcript_74848	-0.885788
Transcript_74850	-0.958026
Transcript_74851	-0.672068
Transcript_74852	-0.516160
Transcript_74853	-0.711633
Transcript_74854	-0.685905
Transcript_74855	-0.640469
Transcript_74856	-0.475743
Transcript_74857	-1.158194
Transcript_74858	-0.597516
Transcript_74859	-0.653987
Transcript_74860	-1.295122
Transcript_74861	-0.921638
Transcript_74862	-0.503997
Transcript_74863	-0.488207
Transcript_74864	-0.560703
Transcript_74865	-0.296792
Transcript_74866	-0.432306
Transcript_74867	0.030639
Transcript_74868	-1.884159
Transcript_74869	0.649438
Transcript_74870	-0.544586
Transcript_74871	-1.206600
Transcript_74872	-0.976525
Transcript_74873	0.376402
Transcript_74874	-1.103234
Transcript_74875	-0.709636
Transcript_74876	-1.296714
Transcript_74877	-0.351012
Transcript_74878	-0.555289
Transcript_74879	-0.184142
Transcript_74880	-0.464368
Transcript_74881	-0.715572
Transcript_74882	-0.232507
Transcript_74883	-0.220679
Transcript_74884	0.405639
Transcript_74885	-0.708312
Transcript_74886	-0.894396
Transcript_74887	-0.585618
Transcript_74888	0.498939
Transcript_74889	-0.654599
Transcript_74890	-1.223341
Transcript_74891	-0.440339
Transcript_74892	-1.515627
Transcript_74893	-0.235154
Transcript_74894	-0.731157
Transcript_74895	0.725851
Transcript_74896	0.474459
Transcript_74897	-0.498773
Transcript_74898	-0.805993
Transcript_74899	-0.692701
Transcript_74901	-0.873133
Transcript_74902	-1.516310
Transcript_74903	-1.098585
Transcript_74904	-0.229240
Transcript_74905	-0.330794
Transcript_74906	-0.897463
Transcript_74907	-1.103790
Transcript_74908	-0.140916
Transcript_74909	-0.806283
Transcript_74910	-0.427077
Transcript_74911	-0.635686
Transcript_74912	-1.069777
Transcript_74913	-0.548634
Transcript_74914	-0.106228
Transcript_74915	0.273279
Transcript_74916	-0.952752
Transcript_74917	-1.490654
Transcript_74918	-0.466954
Transcript_74919	-0.860788
Transcript_74920	-0.390004
Transcript_74921	-0.427706
Transcript_74922	-0.996203
Transcript_74923	-0.648379
Transcript_74924	-0.704633
Transcript_74925	-0.962907
Transcript_74926	-0.395995
Transcript_74927	-0.892429
Transcript_74928	0.025345
Transcript_74929	-0.172526
Transcript_74930	0.851244
Transcript_74931	-0.633539
Transcript_74932	-1.214054
Transcript_74933	0.317227
Transcript_74934	-0.548738
Transcript_74935	-0.335694
Transcript_74936	-0.688449
Transcript_74937	-0.271565
Transcript_74938	-0.549756
Transcript_74939	-1.171394
Transcript_74940	-0.538488
Transcript_74941	0.271949
Transcript_74942	-1.806448
Transcript_74943	-1.469474
Transcript_74944	-0.916444
Transcript_74945	-0.059040
Transcript_74946	-1.031572
Transcript_74947	-0.515488
Transcript_74948	-0.378027
Transcript_74949	-0.373365
Transcript_74950	-0.756211
Transcript_74951	0.424979
Transcript_74952	-0.823938
Transcript_74953	-1.059464
Transcript_74954	-1.260997
Transcript_74955	-0.041960
Transcript_74956	-0.461397
Transcript_74957	-0.382021
Transcript_74958	-0.630717
Transcript_74959	-0.470894
Transcript_74961	-0.785706
Transcript_74962	-1.270872
Transcript_74963	-0.555612
Transcript_74964	-0.763696
Transcript_74965	0.085147
Transcript_74966	-0.547333
Transcript_74967	-0.721505
Transcript_74969	-0.762209
Transcript_74970	-0.370721
Transcript_74971	-1.291001
Transcript_74972	-0.601592
Transcript_74973	-0.521013
Transcript_74975	0.103791
Transcript_74976	-0.610601
Transcript_74977	-1.426760
Transcript_74978	-0.257183
Transcript_74979	-0.156961
Transcript_74980	-0.749171
Transcript_74982	-0.709635
Transcript_74983	-1.001500
Transcript_74984	-0.543589
Transcript_74985	-0.885977
Transcript_74987	-0.631140
Transcript_74989	-0.531028
Transcript_74990	-0.162973
Transcript_74991	-1.334613
Transcript_74992	-1.199954
Transcript_74993	-0.930057
Transcript_74994	-0.509278
Transcript_74995	-0.819221
Transcript_74996	1.105249
Transcript_74997	-0.907354
Transcript_74998	-1.357168
Transcript_75001	-0.476916
Transcript_75002	-0.003698
Transcript_75003	-0.825371
Transcript_75004	-0.907086
Transcript_75005	-0.939022
Transcript_75006	0.697488
Transcript_75007	-0.524756
Transcript_75008	-0.235114
Transcript_75010	-0.543417
Transcript_75011	-1.172205
Transcript_75012	-0.092163
Transcript_75013	-0.508094
Transcript_75014	-1.237071
Transcript_75015	-0.676423
Transcript_75017	-0.477065
Transcript_75018	-0.260900
Transcript_75019	-0.235271
Transcript_75020	-0.672796
Transcript_75021	-0.642154
Transcript_75022	0.808171
Transcript_75023	-1.357091
Transcript_75025	-0.454698
Transcript_75026	-0.795446
Transcript_75027	-0.629139
Transcript_75028	-0.434489
Transcript_75029	-0.714970
Transcript_75030	-1.527140
Transcript_75031	0.059701
Transcript_75032	-0.530891
Transcript_75033	-0.584921
Transcript_75034	-0.099136
Transcript_75035	-0.449978
Transcript_75036	-0.746828
Transcript_75037	-0.267305
Transcript_75038	-1.024721
Transcript_75039	-0.620965
Transcript_75040	-0.572715
Transcript_75041	-0.754453
Transcript_75042	-0.712291
Transcript_75043	-0.690424
Transcript_75044	-1.287075
Transcript_75045	-0.126797
Transcript_75046	-0.754100
Transcript_75047	-1.078865
Transcript_75048	-0.003319
Transcript_75050	-0.727545
Transcript_75051	-0.738955
Transcript_75052	-0.437550
Transcript_75053	-1.702064
Transcript_75054	-0.611824
Transcript_75055	-0.588503
Transcript_75056	-0.727631
Transcript_75057	-0.047049
Transcript_75058	-1.079884
Transcript_75059	-0.113428
Transcript_75060	-1.344706
Transcript_75061	-0.058740
Transcript_75062	-0.354693
Transcript_75063	-0.222921
Transcript_75064	-0.413862
Transcript_75067	-0.582274
Transcript_75068	-1.103427
Transcript_75069	-0.665064
Transcript_75070	-0.482581
Transcript_75071	-0.836419
Transcript_75072	-0.078958
Transcript_75075	-0.035011
Transcript_75076	-0.188027
Transcript_75077	-1.012095
Transcript_75078	-0.283770
Transcript_75079	-1.194457
Transcript_75080	-1.108450
Transcript_75081	-0.315193
Transcript_75082	-0.668501
Transcript_75083	-0.148457
Transcript_75084	-0.373390
Transcript_75085	-0.697763
Transcript_75086	-2.019960
Transcript_75087	-0.531220
Transcript_75088	-0.171428
Transcript_75089	-0.827635
Transcript_75090	-1.154126
Transcript_75091	-0.220286
Transcript_75092	-0.733519
Transcript_75094	-0.413596
Transcript_75095	-0.800169
Transcript_75096	-0.415711
Transcript_75097	-0.420396
Transcript_75098	0.415850
Transcript_75099	-0.749500
Transcript_75100	-0.368915
Transcript_75101	-0.782630
Transcript_75102	-0.688556
Transcript_75103	-1.455040
Transcript_75104	-0.266685
Transcript_75105	-1.385495
Transcript_75106	-1.189025
Transcript_75107	-0.805687
Transcript_75109	0.033119
Transcript_75110	-0.678468
Transcript_75111	0.031994
Transcript_75112	-0.547592
Transcript_75113	-0.470472
Transcript_75114	-0.335691
Transcript_75115	-0.856882
Transcript_75116	-0.817083
Transcript_75117	-0.719986
Transcript_75118	-0.287691
Transcript_75119	-0.703522
Transcript_75120	-0.957573
Transcript_75121	-0.409386
Transcript_75122	-0.774072
Transcript_75123	-1.109740
Transcript_75124	-1.418464
Transcript_75125	-0.235118
Transcript_75127	-0.214419
Transcript_75128	0.205304
Transcript_75129	0.085376
Transcript_75130	-1.041160
Transcript_75131	-0.903452
Transcript_75132	-0.724731
Transcript_75133	-1.190678
Transcript_75134	-0.335691
Transcript_75135	-0.640720
Transcript_75136	-0.436346
Transcript_75137	-0.268859
Transcript_75138	-0.608615
Transcript_75139	-0.488283
Transcript_75140	-0.635420
Transcript_75141	-0.907870
Transcript_75142	-0.613916
Transcript_75143	-0.436004
Transcript_75144	-0.947323
Transcript_75145	-0.874578
Transcript_75146	-0.545040
Transcript_75147	-0.541305
Transcript_75148	-0.415195
Transcript_75149	-0.385971
Transcript_75150	-0.557394
Transcript_75151	-0.613049
Transcript_75153	-0.049379
Transcript_75154	-0.119518
Transcript_75155	-0.438627
Transcript_75157	-0.493665
Transcript_75158	-1.059350
Transcript_75159	-0.426823
Transcript_75160	-1.831134
Transcript_75161	-0.575978
Transcript_75164	-1.282542
Transcript_75165	-0.880337
Transcript_75166	-0.506104
Transcript_75168	-0.705330
Transcript_75169	-0.581868
Transcript_75170	-0.788955
Transcript_75172	-0.654193
Transcript_75173	-0.185679
Transcript_75174	0.200569
Transcript_75175	-0.211682
Transcript_75176	-0.577168
Transcript_75177	-0.686940
Transcript_75179	-0.157832
Transcript_75180	-0.595883
Transcript_75181	-0.472618
Transcript_75183	-0.820935
Transcript_75184	-0.771367
Transcript_75185	-0.418699
Transcript_75186	-0.968713
Transcript_75187	-0.331364
Transcript_75188	-1.141697
Transcript_75189	-1.505433
Transcript_75190	-0.646620
Transcript_75191	-0.245214
Transcript_75192	-0.735596
Transcript_75193	-0.745028
Transcript_75194	-1.380291
Transcript_75196	-0.608570
Transcript_75197	-0.438515
Transcript_75199	-0.444170
Transcript_75200	-0.457173
Transcript_75201	-0.846843
Transcript_75202	-0.468581
Transcript_75204	-0.924881
Transcript_75205	-0.530099
Transcript_75206	-0.715203
Transcript_75207	-0.962221
Transcript_75209	-0.174891
Transcript_75210	-0.024424
Transcript_75211	-1.256746
Transcript_75212	-0.420018
Transcript_75213	-0.924285
Transcript_75214	0.331228
Transcript_75216	0.242094
Transcript_75217	-0.427070
Transcript_75218	-0.808404
Transcript_75219	-1.201794
Transcript_75220	-0.647768
Transcript_75221	-0.229237
Transcript_75222	-0.744872
Transcript_75223	0.990248
Transcript_75224	-0.678195
Transcript_75225	0.283561
Transcript_75226	-1.125984
Transcript_75227	-0.771943
Transcript_75228	-0.936410
Transcript_75229	-1.511549
Transcript_75232	-0.664914
Transcript_75233	-0.649636
Transcript_75234	-0.018225
Transcript_75235	-1.421693
Transcript_75236	-0.808480
Transcript_75238	-0.379468
Transcript_75239	-0.480129
Transcript_75240	-0.885480
Transcript_75241	-0.886018
Transcript_75242	-1.014345
Transcript_75243	-0.403620
Transcript_75244	-1.094806
Transcript_75245	-0.527062
Transcript_75246	-0.988157
Transcript_75247	-0.240393
Transcript_75248	-1.021694
Transcript_75249	-1.790041
Transcript_75250	-0.380896
Transcript_75252	-0.427003
Transcript_75253	-0.434724
Transcript_75254	-0.576110
Transcript_75255	-1.040331
Transcript_75256	-0.815019
Transcript_75257	-0.261085
Transcript_75258	0.799137
Transcript_75259	-0.383385
Transcript_75260	-0.309980
Transcript_75261	-0.487409
Transcript_75262	-0.229234
Transcript_75263	-1.602562
Transcript_75264	-1.109499
Transcript_75265	-0.023680
Transcript_75266	-0.558546
Transcript_75267	-0.413807
Transcript_75268	-1.481252
Transcript_75269	-1.025575
Transcript_75270	0.813823
Transcript_75271	-0.471433
Transcript_75272	-0.491885
Transcript_75273	-0.424692
Transcript_75274	-0.758863
Transcript_75275	-0.991554
Transcript_75276	-0.572779
Transcript_75277	-0.773309
Transcript_75278	-0.369096
Transcript_75279	0.147149
Transcript_75280	-0.602923
Transcript_75281	-0.272997
Transcript_75282	0.554112
Transcript_75283	-0.305518
Transcript_75284	-1.127248
Transcript_75285	-0.240901
Transcript_75286	-0.371309
Transcript_75287	-0.791545
Transcript_75288	0.357164
Transcript_75289	-0.378027
Transcript_75290	-0.229241
Transcript_75291	-0.683769
Transcript_75292	-0.678401
Transcript_75293	-0.507252
Transcript_75294	-0.794308
Transcript_75295	-0.229239
Transcript_75296	-0.857574
Transcript_75297	-0.444937
Transcript_75298	-0.030637
Transcript_75299	-0.235271
Transcript_75300	-0.770708
Transcript_75301	-0.263469
Transcript_75302	-0.606103
Transcript_75303	-1.030184
Transcript_75304	-0.277296
Transcript_75305	-0.456030
Transcript_75306	-0.516535
Transcript_75307	0.130758
Transcript_75308	-0.908933
Transcript_75309	0.560114
Transcript_75310	-1.141724
Transcript_75311	-0.674420
Transcript_75312	-0.387608
Transcript_75313	-0.583659
Transcript_75315	-1.181236
Transcript_75317	-0.635154
Transcript_75318	-0.343238
Transcript_75319	-0.720234
Transcript_75320	-0.543355
Transcript_75321	-0.843411
Transcript_75323	-0.715193
Transcript_75324	-0.782205
Transcript_75325	-0.724264
Transcript_75326	-0.659756
Transcript_75327	0.043663
Transcript_75329	-1.100785
Transcript_75330	-1.034584
Transcript_75331	-1.216474
Transcript_75332	-0.505378
Transcript_75333	-0.772837
Transcript_75334	-0.562370
Transcript_75336	-0.490000
Transcript_75337	0.413340
Transcript_75338	0.245782
Transcript_75339	0.142678
Transcript_75340	-1.106768
Transcript_75342	-0.687645
Transcript_75343	-1.204091
Transcript_75344	-0.890952
Transcript_75345	-0.356358
Transcript_75346	-0.084093
Transcript_75347	-0.497433
Transcript_75349	-0.266078
Transcript_75350	-0.335677
Transcript_75351	-0.196018
Transcript_75352	0.648759
Transcript_75353	-0.656418
Transcript_75354	0.396545
Transcript_75355	-0.804223
